order_id,product_id,quantity,unit_price,unit_cost
500110,1067,1,94.63,56.6
500111,1084,3,6.83,4.87
500112,1009,1,34.56,19.21
500113,1047,2,32.59,16.27
500113,1075,3,24.53,16.28
500113,1054,1,16.0,7.32
500114,1058,2,83.98,48.8
500115,1072,2,11.81,7.5
500115,1058,3,83.98,48.8
500116,1076,3,8.96,6.26
500116,1030,2,37.14,15.95
500116,1016,2,58.01,49.31
500116,1002,1,21.43,11.57
500116,1011,2,27.91,15.76
500116,1082,1,7.84,5.86
500117,1045,1,12.66,6.6
500118,1080,1,13.5,9.7
500119,1071,2,16.14,10.85
500120,1023,2,97.84,76.62
500120,1048,1,25.0,12.32
500120,1001,3,48.84,28.89
500121,1070,1,96.13,56.64
500121,1000,1,31.83,20.13
500121,1073,1,18.44,12.91
500122,1017,2,203.45,168.48
500122,1009,2,34.56,19.21
500122,1059,1,90.78,56.73
500123,1065,1,54.43,31.87
500123,1040,3,62.95,29.03
500123,1015,1,145.62,106.1
500124,1058,2,83.98,48.8
500124,1037,2,54.45,25.62
500125,1017,1,203.45,168.48
500125,1062,1,39.94,24.4
500125,1037,3,54.45,25.62
500126,1023,3,97.84,76.62
500126,1009,1,34.56,19.21
500126,1012,1,35.71,21.89
500127,1077,2,26.11,17.33
500127,1075,3,24.53,16.28
500127,1051,1,18.62,9.33
500127,1017,1,203.45,168.48
500128,1022,1,89.29,71.91
500129,1061,1,46.83,26.77
500130,1075,2,24.53,16.28
500130,1009,3,34.56,19.21
500131,1033,2,23.67,11.3
500131,1046,1,32.28,16.34
500132,1016,1,58.01,49.31
500133,1044,1,36.15,17.97
500134,1047,3,32.59,16.27
500135,1005,2,14.98,9.5
500135,1040,1,62.95,29.03
500136,1064,2,23.03,14.31
500137,1073,2,18.44,12.91
500137,1018,1,96.7,69.36
500137,1016,2,58.01,49.31
500137,1046,3,32.28,16.34
500138,1000,3,31.83,20.13
500138,1073,1,18.44,12.91
500138,1002,3,21.43,11.57
500139,1006,3,53.62,29.31
500139,1008,2,28.48,16.6
500139,1080,2,13.5,9.7
500140,1043,3,31.33,16.1
500140,1052,2,36.77,17.46
500140,1035,1,58.01,24.53
500140,1006,1,53.62,29.31
500141,1027,1,48.53,23.68
500141,1017,2,203.45,168.48
500142,1060,1,84.27,56.39
500142,1022,2,89.29,71.91
500143,1071,1,16.14,10.85
500143,1078,1,19.71,14.52
500144,1035,2,58.01,24.53
500145,1011,2,27.91,15.76
500145,1062,3,39.94,24.4
500145,1066,3,31.67,19.0
500146,1066,1,31.67,19.0
500147,1033,2,23.67,11.3
500147,1057,2,70.96,47.26
500148,1017,2,203.45,168.48
500149,1009,1,34.56,19.21
500149,1049,2,9.78,4.51
500150,1008,2,28.48,16.6
500151,1044,3,36.15,17.97
500151,1071,2,16.14,10.85
500151,1082,1,7.84,5.86
500152,1007,2,22.65,12.31
500153,1073,1,18.44,12.91
500154,1078,1,19.71,14.52
500154,1022,1,89.29,71.91
500154,1059,1,90.78,56.73
500155,1084,2,6.83,4.87
500156,1023,1,97.84,76.62
500156,1054,2,16.0,7.32
500157,1005,1,14.98,9.5
500157,1046,1,32.28,16.34
500158,1056,3,93.62,61.62
500158,1006,2,53.62,29.31
500158,1072,2,11.81,7.5
500159,1005,3,14.98,9.5
500160,1055,2,17.87,8.33
500160,1075,1,24.53,16.28
500160,1040,1,62.95,29.03
500160,1001,3,48.84,28.89
500160,1000,3,31.83,20.13
500160,1061,1,46.83,26.77
500161,1083,1,12.54,8.23
500161,1011,1,27.91,15.76
500161,1064,3,23.03,14.31
500162,1039,1,35.5,14.75
500162,1071,2,16.14,10.85
500162,1041,2,19.13,8.73
500162,1037,1,54.45,25.62
500162,1029,2,18.46,8.02
500162,1018,2,96.7,69.36
500163,1071,2,16.14,10.85
500163,1073,3,18.44,12.91
500163,1027,1,48.53,23.68
500164,1052,2,36.77,17.46
500165,1076,3,8.96,6.26
500165,1032,1,31.28,14.2
500165,1035,1,58.01,24.53
500166,1014,1,143.17,101.54
500167,1011,1,27.91,15.76
500167,1079,1,10.85,7.94
500168,1065,3,54.43,31.87
500168,1018,1,96.7,69.36
500169,1039,1,35.5,14.75
500169,1068,2,62.19,40.12
500169,1010,1,43.12,23.21
500169,1027,1,48.53,23.68
500170,1042,1,18.52,8.94
500170,1005,2,14.98,9.5
500170,1019,1,158.0,121.76
500171,1071,2,16.14,10.85
500172,1051,3,18.62,9.33
500172,1028,2,20.81,8.8
500173,1037,1,54.45,25.62
500173,1027,2,48.53,23.68
500174,1046,2,32.28,16.34
500174,1056,1,93.62,61.62
500175,1030,2,37.14,15.95
500175,1043,2,31.33,16.1
500176,1019,2,158.0,121.76
500177,1051,2,18.62,9.33
500178,1069,2,50.32,34.14
500178,1055,1,17.87,8.33
500178,1004,2,42.61,25.74
500179,1057,1,70.96,47.26
500179,1024,3,135.79,99.24
500180,1032,3,31.28,14.2
500180,1038,1,57.96,23.86
500181,1064,2,23.03,14.31
500181,1024,3,135.79,99.24
500181,1070,2,96.13,56.64
500182,1022,2,89.29,71.91
500183,1029,1,18.46,8.02
500184,1080,1,13.5,9.7
500184,1038,2,57.96,23.86
500184,1051,1,18.62,9.33
500184,1017,3,203.45,168.48
500185,1042,2,18.52,8.94
500185,1006,1,53.62,29.31
500185,1057,1,70.96,47.26
500185,1056,1,93.62,61.62
500186,1050,1,9.96,5.12
500186,1046,1,32.28,16.34
500186,1057,1,70.96,47.26
500186,1079,3,10.85,7.94
500186,1042,1,18.52,8.94
500187,1046,2,32.28,16.34
500188,1072,3,11.81,7.5
500189,1001,1,48.84,28.89
500190,1042,1,18.52,8.94
500190,1041,2,19.13,8.73
500190,1013,3,79.75,62.38
500191,1080,1,13.5,9.7
500192,1076,2,8.96,6.26
500193,1029,2,18.46,8.02
500194,1010,2,43.12,23.21
500194,1012,1,35.71,21.89
500195,1064,2,23.03,14.31
500196,1012,1,35.71,21.89
500196,1076,1,8.96,6.26
500196,1002,2,21.43,11.57
500196,1018,1,96.7,69.36
500197,1056,2,93.62,61.62
500197,1049,2,9.78,4.51
500197,1006,1,53.62,29.31
500197,1022,1,89.29,71.91
500197,1021,1,53.05,44.77
500198,1051,1,18.62,9.33
500198,1079,2,10.85,7.94
500198,1047,2,32.59,16.27
500198,1029,1,18.46,8.02
500198,1040,2,62.95,29.03
500199,1034,1,20.06,9.91
500199,1010,1,43.12,23.21
500200,1000,1,31.83,20.13
500201,1017,1,203.45,168.48
500201,1023,2,97.84,76.62
500202,1072,3,11.81,7.5
500202,1045,2,12.66,6.6
500203,1053,1,21.56,11.33
500204,1006,1,53.62,29.31
500205,1043,1,31.33,16.1
500206,1023,1,97.84,76.62
500207,1044,2,36.15,17.97
500208,1083,1,12.54,8.23
500209,1075,1,24.53,16.28
500209,1033,2,23.67,11.3
500209,1056,1,93.62,61.62
500210,1036,3,16.3,7.8
500211,1063,1,85.08,56.56
500211,1012,2,35.71,21.89
500212,1024,1,135.79,99.24
500213,1070,2,96.13,56.64
500213,1006,1,53.62,29.31
500214,1075,1,24.53,16.28
500215,1082,1,7.84,5.86
500215,1003,1,16.76,10.43
500216,1008,1,28.48,16.6
500216,1006,1,53.62,29.31
500216,1001,3,48.84,28.89
500217,1079,2,10.85,7.94
500218,1038,3,57.96,23.86
500218,1001,2,48.84,28.89
500219,1074,3,7.05,4.72
500220,1044,1,36.15,17.97
500220,1016,1,58.01,49.31
500220,1004,2,42.61,25.74
500221,1054,3,16.0,7.32
500222,1036,1,16.3,7.8
500223,1069,1,50.32,34.14
500223,1038,3,57.96,23.86
500223,1080,3,13.5,9.7
500223,1078,2,19.71,14.52
500223,1012,1,35.71,21.89
500224,1083,1,12.54,8.23
500224,1043,1,31.33,16.1
500225,1045,2,12.66,6.6
500225,1044,2,36.15,17.97
500226,1031,2,61.08,26.7
500226,1047,3,32.59,16.27
500227,1043,3,31.33,16.1
500227,1018,3,96.7,69.36
500227,1005,2,14.98,9.5
500228,1009,2,34.56,19.21
500228,1004,1,42.61,25.74
500228,1007,3,22.65,12.31
500229,1072,1,11.81,7.5
500230,1001,1,48.84,28.89
500231,1050,1,9.96,5.12
500232,1070,2,96.13,56.64
500232,1007,1,22.65,12.31
500233,1049,1,9.78,4.51
500233,1056,2,93.62,61.62
500233,1061,1,46.83,26.77
500233,1033,1,23.67,11.3
500234,1030,2,37.14,15.95
500234,1061,2,46.83,26.77
500234,1064,1,23.03,14.31
500235,1016,1,58.01,49.31
500235,1027,3,48.53,23.68
500235,1084,3,6.83,4.87
500236,1036,1,16.3,7.8
500236,1039,2,35.5,14.75
500236,1074,2,7.05,4.72
500237,1047,2,32.59,16.27
500237,1028,3,20.81,8.8
500238,1050,1,9.96,5.12
500238,1062,1,39.94,24.4
500238,1058,1,83.98,48.8
500239,1020,1,67.21,52.37
500240,1001,2,48.84,28.89
500241,1081,2,18.92,13.34
500242,1001,2,48.84,28.89
500243,1048,2,25.0,12.32
500243,1040,3,62.95,29.03
500244,1050,2,9.96,5.12
500245,1013,1,79.75,62.38
500245,1058,3,83.98,48.8
500245,1068,1,62.19,40.12
500245,1032,2,31.28,14.2
500245,1023,2,97.84,76.62
500246,1080,3,13.5,9.7
500247,1073,2,18.44,12.91
500248,1028,1,20.81,8.8
500248,1039,3,35.5,14.75
500248,1042,1,18.52,8.94
500249,1008,2,28.48,16.6
500250,1004,2,42.61,25.74
500251,1082,1,7.84,5.86
500251,1053,1,21.56,11.33
500252,1005,2,14.98,9.5
500252,1045,1,12.66,6.6
500252,1031,1,61.08,26.7
500252,1000,1,31.83,20.13
500252,1081,2,18.92,13.34
500253,1031,1,61.08,26.7
500254,1014,1,143.17,101.54
500254,1011,2,27.91,15.76
500254,1049,2,9.78,4.51
500254,1050,1,9.96,5.12
500255,1017,1,203.45,168.48
500256,1000,2,31.83,20.13
500257,1042,2,18.52,8.94
500257,1058,1,83.98,48.8
500257,1084,2,6.83,4.87
500257,1072,1,11.81,7.5
500257,1071,2,16.14,10.85
500257,1069,3,50.32,34.14
500257,1057,3,70.96,47.26
500258,1023,1,97.84,76.62
500259,1075,2,24.53,16.28
500260,1050,3,9.96,5.12
500261,1030,2,37.14,15.95
500262,1022,1,89.29,71.91
500262,1001,1,48.84,28.89
500262,1018,1,96.7,69.36
500263,1045,2,12.66,6.6
500263,1066,3,31.67,19.0
500263,1023,1,97.84,76.62
500264,1059,2,90.78,56.73
500265,1076,1,8.96,6.26
500265,1016,1,58.01,49.31
500266,1056,3,93.62,61.62
500266,1014,1,143.17,101.54
500267,1020,2,67.21,52.37
500267,1028,1,20.81,8.8
500267,1070,2,96.13,56.64
500268,1024,1,135.79,99.24
500269,1021,2,53.05,44.77
500270,1077,1,26.11,17.33
500271,1021,1,53.05,44.77
500272,1067,1,94.63,56.6
500272,1015,2,145.62,106.1
500273,1062,3,39.94,24.4
500273,1000,2,31.83,20.13
500273,1046,1,32.28,16.34
500274,1055,3,17.87,8.33
500275,1064,1,23.03,14.31
500275,1055,1,17.87,8.33
500275,1027,2,48.53,23.68
500276,1042,1,18.52,8.94
500276,1070,2,96.13,56.64
500276,1010,3,43.12,23.21
500276,1075,1,24.53,16.28
500276,1040,3,62.95,29.03
500277,1059,3,90.78,56.73
500278,1060,1,84.27,56.39
500279,1012,2,35.71,21.89
500279,1048,1,25.0,12.32
500280,1005,1,14.98,9.5
500280,1006,1,53.62,29.31
500280,1043,1,31.33,16.1
500280,1030,1,37.14,15.95
500280,1061,3,46.83,26.77
500280,1068,2,62.19,40.12
500281,1048,1,25.0,12.32
500281,1077,2,26.11,17.33
500281,1019,1,158.0,121.76
500282,1074,3,7.05,4.72
500283,1065,2,54.43,31.87
500283,1035,2,58.01,24.53
500283,1042,1,18.52,8.94
500284,1039,1,35.5,14.75
500285,1084,1,6.83,4.87
500286,1017,1,203.45,168.48
500286,1021,3,53.05,44.77
500286,1061,2,46.83,26.77
500287,1006,2,53.62,29.31
500287,1022,1,89.29,71.91
500287,1070,1,96.13,56.64
500287,1027,1,48.53,23.68
500287,1078,1,19.71,14.52
500288,1016,2,58.01,49.31
500289,1019,1,158.0,121.76
500289,1007,1,22.65,12.31
500289,1032,1,31.28,14.2
500289,1011,2,27.91,15.76
500290,1062,2,39.94,24.4
500291,1083,2,12.54,8.23
500291,1027,3,48.53,23.68
500291,1016,2,58.01,49.31
500291,1067,3,94.63,56.6
500292,1046,3,32.28,16.34
500292,1073,1,18.44,12.91
500292,1077,1,26.11,17.33
500292,1025,3,68.75,32.64
500293,1016,1,58.01,49.31
500293,1080,1,13.5,9.7
500294,1016,1,58.01,49.31
500294,1004,2,42.61,25.74
500294,1081,2,18.92,13.34
500294,1026,1,67.11,32.58
500294,1006,1,53.62,29.31
500294,1035,1,58.01,24.53
500295,1019,1,158.0,121.76
500296,1016,3,58.01,49.31
500296,1056,2,93.62,61.62
500296,1063,2,85.08,56.56
500296,1045,1,12.66,6.6
500297,1013,1,79.75,62.38
500298,1024,2,135.79,99.24
500298,1005,2,14.98,9.5
500299,1016,1,58.01,49.31
500299,1064,1,23.03,14.31
500299,1011,3,27.91,15.76
500300,1006,1,53.62,29.31
500301,1025,1,68.75,32.64
500302,1007,1,22.65,12.31
500303,1076,1,8.96,6.26
500303,1029,3,18.46,8.02
500304,1045,1,12.66,6.6
500305,1012,1,35.71,21.89
500306,1028,1,20.81,8.8
500306,1016,2,58.01,49.31
500306,1009,3,34.56,19.21
500306,1002,1,21.43,11.57
500306,1083,1,12.54,8.23
500307,1076,1,8.96,6.26
500307,1011,1,27.91,15.76
500308,1009,3,34.56,19.21
500309,1077,1,26.11,17.33
500309,1005,3,14.98,9.5
500309,1020,2,67.21,52.37
500310,1067,1,94.63,56.6
500311,1003,2,16.76,10.43
500311,1033,2,23.67,11.3
500311,1031,1,61.08,26.7
500312,1049,2,9.78,4.51
500313,1019,3,158.0,121.76
500313,1072,1,11.81,7.5
500313,1010,2,43.12,23.21
500314,1025,2,68.75,32.64
500314,1015,1,145.62,106.1
500315,1064,2,23.03,14.31
500316,1051,3,18.62,9.33
500316,1071,3,16.14,10.85
500317,1053,1,21.56,11.33
500318,1005,2,14.98,9.5
500319,1050,1,9.96,5.12
500320,1065,2,54.43,31.87
500320,1050,1,9.96,5.12
500321,1007,2,22.65,12.31
500322,1032,2,31.28,14.2
500322,1038,1,57.96,23.86
500322,1083,1,12.54,8.23
500322,1004,1,42.61,25.74
500323,1055,1,17.87,8.33
500323,1050,2,9.96,5.12
500324,1039,2,35.5,14.75
500324,1077,1,26.11,17.33
500324,1024,2,135.79,99.24
500324,1028,1,20.81,8.8
500325,1044,2,36.15,17.97
500326,1082,1,7.84,5.86
500326,1077,1,26.11,17.33
500327,1024,2,135.79,99.24
500328,1049,1,9.78,4.51
500328,1017,1,203.45,168.48
500328,1055,2,17.87,8.33
500329,1015,1,145.62,106.1
500330,1018,3,96.7,69.36
500330,1032,1,31.28,14.2
500330,1027,3,48.53,23.68
500331,1017,1,203.45,168.48
500331,1043,2,31.33,16.1
500331,1083,1,12.54,8.23
500332,1041,1,19.13,8.73
500332,1034,2,20.06,9.91
500333,1065,1,54.43,31.87
500333,1081,2,18.92,13.34
500334,1005,3,14.98,9.5
500334,1068,2,62.19,40.12
500334,1063,3,85.08,56.56
500334,1076,1,8.96,6.26
500334,1079,1,10.85,7.94
500335,1052,2,36.77,17.46
500336,1030,1,37.14,15.95
500336,1039,2,35.5,14.75
500337,1073,2,18.44,12.91
500337,1048,1,25.0,12.32
500338,1071,1,16.14,10.85
500339,1030,2,37.14,15.95
500339,1017,2,203.45,168.48
500339,1036,1,16.3,7.8
500340,1023,1,97.84,76.62
500340,1046,1,32.28,16.34
500341,1030,1,37.14,15.95
500341,1028,1,20.81,8.8
500341,1031,3,61.08,26.7
500341,1033,2,23.67,11.3
500342,1004,1,42.61,25.74
500343,1030,1,37.14,15.95
500343,1009,2,34.56,19.21
500343,1010,1,43.12,23.21
500344,1046,2,32.28,16.34
500344,1067,2,94.63,56.6
500345,1047,1,32.59,16.27
500346,1034,2,20.06,9.91
500347,1049,1,9.78,4.51
500348,1058,1,83.98,48.8
500349,1034,1,20.06,9.91
500350,1081,2,18.92,13.34
500350,1042,1,18.52,8.94
500351,1046,1,32.28,16.34
500351,1030,1,37.14,15.95
500351,1055,1,17.87,8.33
500352,1060,1,84.27,56.39
500352,1034,1,20.06,9.91
500352,1050,1,9.96,5.12
500352,1049,1,9.78,4.51
500352,1076,2,8.96,6.26
500353,1008,1,28.48,16.6
500353,1055,1,17.87,8.33
500353,1026,1,67.11,32.58
500354,1022,1,89.29,71.91
500355,1002,3,21.43,11.57
500356,1001,1,48.84,28.89
500357,1079,3,10.85,7.94
500357,1039,1,35.5,14.75
500358,1043,3,31.33,16.1
500359,1076,1,8.96,6.26
500360,1047,1,32.59,16.27
500361,1050,2,9.96,5.12
500362,1057,1,70.96,47.26
500362,1023,3,97.84,76.62
500363,1030,3,37.14,15.95
500363,1001,2,48.84,28.89
500363,1058,1,83.98,48.8
500363,1035,1,58.01,24.53
500364,1047,2,32.59,16.27
500364,1075,1,24.53,16.28
500364,1015,1,145.62,106.1
500365,1015,2,145.62,106.1
500365,1036,3,16.3,7.8
500365,1006,2,53.62,29.31
500366,1033,2,23.67,11.3
500367,1074,1,7.05,4.72
500368,1020,1,67.21,52.37
500368,1053,1,21.56,11.33
500368,1014,1,143.17,101.54
500369,1040,3,62.95,29.03
500369,1039,2,35.5,14.75
500370,1007,3,22.65,12.31
500370,1057,3,70.96,47.26
500370,1072,1,11.81,7.5
500370,1052,1,36.77,17.46
500371,1058,1,83.98,48.8
500372,1002,1,21.43,11.57
500372,1003,2,16.76,10.43
500372,1068,2,62.19,40.12
500373,1015,2,145.62,106.1
500374,1067,1,94.63,56.6
500374,1045,1,12.66,6.6
500374,1021,1,53.05,44.77
500375,1015,2,145.62,106.1
500375,1010,1,43.12,23.21
500376,1057,1,70.96,47.26
500376,1011,1,27.91,15.76
500377,1071,1,16.14,10.85
500377,1035,2,58.01,24.53
500377,1040,1,62.95,29.03
500378,1046,2,32.28,16.34
500378,1084,1,6.83,4.87
500379,1022,3,89.29,71.91
500379,1055,2,17.87,8.33
500380,1083,2,12.54,8.23
500380,1063,2,85.08,56.56
500380,1006,1,53.62,29.31
500380,1014,2,143.17,101.54
500380,1084,2,6.83,4.87
500380,1024,2,135.79,99.24
500381,1020,1,67.21,52.37
500381,1082,2,7.84,5.86
500382,1003,3,16.76,10.43
500382,1067,1,94.63,56.6
500382,1052,1,36.77,17.46
500383,1018,2,96.7,69.36
500383,1028,2,20.81,8.8
500383,1056,2,93.62,61.62
500383,1059,3,90.78,56.73
500383,1057,2,70.96,47.26
500383,1016,2,58.01,49.31
500384,1051,1,18.62,9.33
500385,1024,2,135.79,99.24
500385,1059,1,90.78,56.73
500386,1035,3,58.01,24.53
500386,1007,1,22.65,12.31
500387,1080,2,13.5,9.7
500387,1045,3,12.66,6.6
500388,1056,2,93.62,61.62
500389,1008,2,28.48,16.6
500389,1003,2,16.76,10.43
500389,1047,1,32.59,16.27
500389,1041,1,19.13,8.73
500390,1084,2,6.83,4.87
500390,1005,2,14.98,9.5
500390,1004,1,42.61,25.74
500390,1003,1,16.76,10.43
500390,1019,2,158.0,121.76
500390,1061,1,46.83,26.77
500391,1022,2,89.29,71.91
500391,1016,1,58.01,49.31
500391,1008,3,28.48,16.6
500391,1039,1,35.5,14.75
500392,1084,1,6.83,4.87
500392,1024,3,135.79,99.24
500393,1003,2,16.76,10.43
500394,1073,3,18.44,12.91
500395,1015,3,145.62,106.1
500396,1027,1,48.53,23.68
500397,1067,2,94.63,56.6
500397,1080,1,13.5,9.7
500397,1011,2,27.91,15.76
500398,1004,1,42.61,25.74
500398,1025,2,68.75,32.64
500399,1048,2,25.0,12.32
500400,1044,1,36.15,17.97
