order_id,customer_id,order_date,status
500145,10052,2023-12-26,completed
500146,10052,2024-02-23,completed
500147,10053,2023-01-23,completed
500148,10053,2023-02-10,completed
500149,10053,2023-02-25,cancelled
500150,10054,2023-01-11,completed
500151,10054,2023-01-31,completed
500152,10054,2023-02-07,completed
500153,10054,2023-08-21,completed
500154,10055,2023-01-09,returned
500155,10056,2023-01-23,cancelled
500156,10056,2023-03-21,completed
500157,10056,2023-04-24,completed
500158,10057,2023-01-23,returned
500159,10057,2023-03-04,completed
500160,10058,2023-01-17,completed
500161,10059,2023-01-05,completed
500162,10059,2023-02-22,completed
500163,10060,2023-01-11,completed
500164,10060,2023-01-16,completed
500165,10060,2023-03-22,completed
500166,10060,2023-04-13,returned
500167,10060,2023-04-23,completed
500168,10060,2023-05-12,completed
500169,10061,2023-01-26,completed
500170,10062,2023-01-02,completed
500171,10062,2023-02-01,completed
500172,10062,2023-04-02,completed
500173,10063,2023-01-09,completed
500174,10063,2023-03-10,returned
500175,10063,2023-05-02,completed
500176,10063,2023-06-22,completed
500177,10064,2023-01-21,completed
500178,10064,2023-03-12,completed
500179,10064,2023-09-20,completed
500180,10065,2023-01-20,cancelled
500181,10065,2023-04-02,returned
500182,10065,2023-04-23,completed
500183,10065,2023-05-23,completed
500184,10066,2023-01-19,completed
500185,10066,2023-04-27,completed
500186,10067,2023-01-06,completed
500187,10067,2023-02-26,completed
500188,10068,2023-01-17,completed
500189,10068,2023-01-20,completed
500190,10069,2023-01-22,completed
500191,10069,2023-02-05,completed
500192,10070,2023-01-04,completed
500193,10070,2023-02-03,completed
500194,10070,2023-02-06,completed
500195,10070,2023-04-28,completed
500196,10070,2023-05-01,returned
500197,10071,2023-01-30,completed
500198,10071,2023-02-02,completed
500199,10071,2023-04-21,completed
500200,10071,2023-07-06,completed
500201,10071,2024-03-22,completed
500202,10072,2023-01-21,completed
500203,10073,2023-01-09,completed
500204,10073,2023-02-26,completed
500205,10074,2023-01-03,completed
500206,10074,2023-05-06,completed
500207,10074,2023-06-22,completed
500208,10074,2023-07-11,returned
500209,10074,2024-01-07,completed
500210,10075,2023-01-20,completed
500211,10075,2023-03-26,completed
500212,10075,2023-06-02,completed
500213,10076,2023-01-19,completed
500214,10076,2023-03-27,returned
500215,10076,2023-06-14,completed
500216,10077,2023-01-26,completed
500217,10078,2023-01-19,completed
500218,10078,2023-03-08,completed
500219,10078,2023-03-11,completed
500220,10079,2023-01-02,completed
500221,10079,2023-03-24,completed
500222,10080,2023-01-13,completed
500223,10080,2023-02-24,completed
500224,10080,2023-05-14,returned
500225,10081,2023-01-16,returned
500226,10081,2023-04-02,completed
500227,10081,2023-06-17,completed
500228,10081,2023-06-26,completed
500229,10082,2023-01-27,returned
500230,10082,2023-05-18,returned
500231,10082,2023-08-13,completed
500232,10082,2023-11-14,completed
500233,10082,2024-04-08,completed
500234,10082,2024-05-13,completed
500235,10083,2023-01-25,completed
500236,10084,2023-01-08,completed
500237,10084,2023-02-13,completed
500238,10084,2023-02-23,completed
500239,10084,2023-03-02,completed
500240,10084,2023-04-28,completed
500241,10084,2023-06-24,completed
500242,10084,2024-06-15,completed
500243,10085,2023-01-18,completed
500244,10086,2023-01-04,completed
500245,10086,2023-03-06,completed
500246,10086,2023-05-10,completed
500247,10087,2023-01-29,completed
500248,10088,2023-01-18,completed
500249,10088,2023-04-27,completed
500250,10088,2023-08-08,completed
500251,10088,2023-09-15,completed
500252,10088,2023-11-01,completed
500253,10089,2023-01-23,completed
500254,10090,2023-01-13,completed
500255,10091,2023-01-11,completed
500256,10091,2023-07-06,completed
500257,10092,2023-01-05,completed
500258,10093,2023-02-19,completed
500259,10093,2023-03-07,completed
500260,10094,2023-02-25,completed
500261,10094,2023-05-26,completed
500262,10094,2023-06-09,completed
500263,10094,2023-11-05,completed
500264,10094,2023-12-09,completed
500265,10095,2023-02-16,completed
500266,10095,2023-03-18,completed
500267,10096,2023-02-15,completed
500268,10096,2023-03-23,completed
500269,10096,2023-07-10,completed
500270,10097,2023-02-03,completed
500271,10097,2023-05-13,completed
500272,10098,2023-02-19,completed
500273,10098,2023-04-19,completed
500274,10098,2023-06-12,completed
500275,10099,2023-02-07,completed
500276,10099,2023-02-10,completed
500277,10099,2023-02-19,completed
500278,10099,2023-04-13,completed
500279,10100,2023-02-13,completed
500280,10100,2023-03-02,completed
500281,10101,2023-02-13,completed
500282,10101,2023-03-04,completed
500283,10102,2023-02-21,completed
500284,10102,2023-02-24,returned
500285,10102,2023-03-06,completed
500286,10103,2023-02-26,cancelled
500287,10103,2023-03-01,completed
500288,10103,2023-06-12,completed
500289,10104,2023-02-28,completed
500290,10104,2023-04-30,completed
500291,10104,2023-06-15,cancelled
500292,10105,2023-02-04,completed
500293,10105,2023-04-12,completed
500294,10105,2023-08-08,completed
500295,10105,2023-09-02,returned
500296,10106,2023-02-05,completed
500297,10107,2023-02-06,completed
500298,10107,2023-04-09,completed
500299,10107,2023-06-11,completed
500300,10107,2023-07-04,completed
500301,10108,2023-02-26,completed
500302,10108,2023-05-11,completed
500303,10108,2023-07-23,completed
500304,10109,2023-03-03,completed
500305,10110,2023-03-03,completed
500306,10110,2023-03-16,completed
500307,10110,2023-06-26,completed
500308,10110,2023-08-15,completed
500309,10111,2023-03-02,completed
500310,10111,2023-04-23,completed
500311,10111,2023-06-11,completed
500312,10112,2023-02-27,completed
500313,10112,2023-03-31,completed
500314,10112,2023-04-03,completed
500315,10113,2023-02-09,completed
500316,10113,2023-04-13,completed
500317,10113,2023-06-03,completed
500318,10114,2023-02-17,completed
500319,10114,2023-07-06,completed
500320,10115,2023-02-24,completed
500321,10115,2023-03-30,completed
500322,10116,2023-03-01,completed
500323,10116,2023-05-23,completed
500324,10116,2023-10-05,returned
500325,10116,2024-08-28,completed
500326,10116,2024-11-01,completed
500327,10117,2023-02-17,completed
500328,10118,2023-02-27,completed
500329,10118,2023-03-31,completed
500330,10119,2023-02-12,completed
500331,10119,2023-05-16,completed
500332,10119,2023-09-06,completed
500333,10120,2023-02-05,completed
500334,10120,2023-05-28,completed
500335,10121,2023-02-28,completed
500336,10121,2023-03-22,completed
500337,10122,2023-02-05,completed
500338,10123,2023-02-08,completed
500339,10123,2023-06-29,completed
500340,10124,2023-02-17,returned
500341,10125,2023-02-11,completed
500342,10125,2023-03-30,returned
500343,10125,2023-05-10,completed
500344,10125,2023-09-10,completed
500345,10126,2023-02-25,completed
500346,10126,2023-03-07,cancelled
500347,10127,2023-02-11,completed
500348,10128,2023-02-15,completed
500349,10128,2023-04-14,completed
500350,10128,2023-05-02,completed
500351,10128,2023-05-11,returned
500352,10128,2023-08-18,completed
500353,10129,2023-02-11,returned
500354,10130,2023-02-14,completed
500355,10131,2023-02-10,completed
500356,10131,2023-03-19,completed
500357,10131,2023-06-24,completed
500358,10131,2023-08-12,completed
500359,10132,2023-02-14,completed
500360,10133,2023-02-26,completed
500361,10133,2023-04-21,completed
500362,10133,2023-12-14,completed
500363,10133,2024-02-17,completed
500364,10133,2024-02-26,completed
500365,10134,2023-02-15,completed
500366,10134,2023-03-03,cancelled
500367,10134,2023-04-08,completed
500368,10135,2023-02-12,completed
500369,10135,2023-03-28,completed
500370,10136,2023-02-10,completed
500371,10136,2023-02-13,completed
500372,10137,2023-02-10,completed
500373,10137,2023-02-13,completed
500374,10137,2023-02-17,completed
500375,10137,2023-03-22,completed
500376,10138,2023-02-14,completed
500377,10138,2023-03-05,completed
500378,10138,2023-05-02,completed
500379,10139,2023-02-22,completed
500380,10140,2023-02-22,completed
500381,10140,2023-03-21,completed
500382,10140,2023-07-20,returned
500383,10141,2023-02-16,completed
500384,10141,2023-02-24,completed
500385,10142,2023-02-20,completed
500386,10142,2023-03-03,completed
500387,10143,2023-02-24,completed
500388,10143,2023-04-05,completed
500389,10143,2023-06-14,returned
500390,10143,2023-09-02,completed
500391,10143,2023-12-20,completed
500392,10144,2023-02-04,completed
500393,10144,2023-03-06,completed
500394,10145,2023-02-22,completed
500395,10145,2023-03-15,completed
500396,10145,2023-04-11,completed
500397,10145,2023-10-16,completed
500398,10146,2023-02-27,cancelled
500399,10146,2023-05-01,completed
500400,10146,2023-05-30,completed
500401,10147,2023-02-23,completed
500402,10147,2023-03-07,completed
500403,10148,2023-02-11,completed
500404,10149,2023-02-24,completed
500405,10149,2023-04-15,completed
500406,10150,2023-02-07,completed
500407,10150,2023-05-05,completed
500408,10150,2023-09-19,completed
500409,10150,2023-10-16,completed
500410,10151,2023-02-21,completed
500411,10152,2023-02-07,completed
500412,10152,2023-02-12,completed
500413,10152,2023-04-14,completed
500414,10152,2023-05-21,completed
500415,10152,2023-08-20,completed
500416,10152,2023-12-12,completed
500417,10153,2023-02-22,completed
500418,10153,2023-06-02,completed
500419,10154,2023-02-24,completed
500420,10154,2023-04-17,completed
500421,10154,2023-05-25,completed
500422,10155,2023-02-27,completed
500423,10156,2023-02-10,completed
500424,10157,2023-02-13,completed
500425,10157,2023-03-16,completed
500426,10157,2023-04-07,completed
500427,10158,2023-02-10,completed
500428,10158,2023-05-14,cancelled
500429,10159,2023-02-07,completed
500430,10159,2023-04-15,completed
500431,10160,2023-02-17,completed
500432,10160,2023-02-25,completed
500433,10160,2023-03-24,completed
500434,10160,2023-08-03,completed
500435,10160,2023-10-02,completed
500436,10160,2023-10-27,completed
500437,10160,2024-09-08,completed
500438,10161,2023-02-17,completed
500439,10161,2023-04-02,completed
500440,10162,2023-02-10,completed
500441,10162,2023-03-31,completed
500442,10162,2023-05-19,completed
500443,10162,2023-09-20,completed
500444,10162,2023-10-23,completed
500445,10163,2023-02-13,completed
500446,10163,2023-03-02,completed
500447,10163,2023-06-21,returned
500448,10163,2024-01-01,completed
500449,10163,2024-01-19,completed
500450,10163,2024-02-18,completed
500451,10164,2023-02-03,completed
500452,10164,2023-05-26,completed
500453,10165,2023-02-05,completed
500454,10165,2023-03-24,completed
500455,10165,2023-06-09,completed
500456,10166,2023-02-27,completed
500457,10167,2023-02-05,completed
500458,10167,2023-02-08,completed
500459,10167,2023-04-05,completed
500460,10167,2023-04-10,completed
500461,10167,2023-06-16,completed
500462,10168,2023-02-05,completed
500463,10168,2023-06-12,cancelled
500464,10168,2023-07-12,completed
500465,10168,2023-08-09,completed
500466,10168,2023-11-15,completed
500467,10169,2023-02-25,completed
500468,10169,2023-02-28,returned
500469,10170,2023-02-13,completed
500470,10170,2023-04-25,completed
500471,10171,2023-02-22,completed
500472,10172,2023-02-14,completed
500473,10172,2023-05-05,completed
500474,10172,2023-08-03,completed
500475,10173,2023-02-08,cancelled
500476,10173,2023-02-16,completed
500477,10173,2023-02-19,completed
500478,10174,2023-02-10,completed
500479,10174,2023-02-13,completed
500480,10175,2023-02-11,completed
500481,10175,2023-03-07,completed
500482,10175,2023-03-22,completed
500483,10175,2023-04-20,completed
500484,10176,2023-03-23,completed
500485,10176,2023-04-02,completed
500486,10177,2023-03-26,completed
500487,10178,2023-03-12,completed
500488,10178,2023-03-19,returned
500489,10179,2023-03-06,returned
500490,10179,2023-03-09,completed
500491,10179,2023-04-25,completed
500492,10180,2023-03-24,completed
500493,10180,2023-06-20,completed
500494,10180,2023-08-26,completed
500495,10180,2023-10-09,completed
500496,10180,2023-12-25,completed
500497,10180,2025-06-26,completed
500498,10181,2023-03-11,completed
500499,10182,2023-03-09,completed
500500,10183,2023-03-27,completed
500501,10183,2023-07-26,returned
500502,10183,2023-10-10,completed
500503,10183,2024-04-10,completed
500504,10183,2024-07-04,completed
500505,10183,2024-07-07,completed
500506,10183,2024-09-28,completed
500507,10184,2023-03-30,completed
500508,10184,2023-05-10,completed
500509,10184,2023-07-14,completed
500510,10184,2023-07-23,completed
500511,10185,2023-03-18,completed
500512,10185,2023-04-23,completed
500513,10185,2023-08-06,cancelled
500514,10186,2023-03-27,completed
500515,10186,2023-12-18,returned
500516,10186,2024-01-08,completed
500517,10186,2024-01-17,completed
500518,10187,2023-03-29,completed
500519,10187,2023-05-18,completed
500520,10188,2023-03-19,completed
500521,10189,2023-03-16,completed
500522,10189,2023-03-19,completed
500523,10190,2023-03-04,completed
500524,10190,2023-03-25,completed
500525,10191,2023-03-26,completed
500526,10191,2023-10-18,completed
500527,10192,2023-03-15,completed
500528,10192,2023-03-30,completed
500529,10192,2023-05-29,completed
500530,10192,2023-06-12,completed
500531,10192,2023-07-07,completed
500532,10192,2023-12-20,completed
500533,10193,2023-03-19,returned
500534,10193,2023-03-28,completed
500535,10193,2023-04-25,completed
500536,10194,2023-03-20,completed
500537,10194,2023-06-09,returned
500538,10194,2023-11-19,completed
500539,10195,2023-03-15,returned
500540,10196,2023-03-03,completed
500541,10196,2023-03-06,completed
500542,10196,2023-04-21,completed
500543,10197,2023-03-15,completed
500544,10197,2023-04-03,completed
500545,10197,2023-06-11,completed
500546,10197,2023-07-17,completed
500547,10197,2024-09-14,completed
500548,10197,2025-04-03,completed
500549,10198,2023-03-16,completed
500550,10199,2023-03-15,completed
500551,10199,2023-04-11,completed
500552,10200,2023-03-03,completed
500553,10200,2023-03-12,completed
500554,10201,2023-03-14,completed
500555,10201,2023-06-26,completed
500556,10202,2023-03-22,completed
500557,10202,2023-05-01,returned
500558,10202,2023-08-07,completed
500559,10203,2023-03-11,completed
500560,10203,2023-03-26,completed
500561,10203,2023-03-29,completed
500562,10204,2023-03-05,completed
500563,10204,2023-03-14,completed
500564,10204,2023-04-05,completed
500565,10204,2023-07-22,completed
500566,10205,2023-03-07,completed
500567,10205,2023-03-25,completed
500568,10205,2023-05-25,completed
500569,10205,2023-05-29,completed
500570,10206,2023-03-25,completed
500571,10206,2023-05-06,returned
500572,10206,2023-05-23,completed
500573,10207,2023-03-22,completed
500574,10207,2023-04-15,completed
500575,10207,2023-05-15,completed
500576,10207,2023-06-14,returned
500577,10208,2023-03-07,completed
500578,10208,2023-03-15,completed
500579,10208,2023-04-15,completed
500580,10209,2023-03-10,completed
500581,10209,2023-03-16,completed
500582,10210,2023-03-13,completed
500583,10211,2023-03-16,completed
500584,10211,2023-03-19,completed
500585,10211,2024-01-18,completed
500586,10211,2024-02-09,completed
500587,10212,2023-03-04,completed
500588,10212,2023-03-27,completed
500589,10212,2023-04-19,completed
500590,10213,2023-03-08,completed
500591,10213,2023-04-03,completed
500592,10214,2023-03-31,completed
500593,10215,2023-03-28,completed
500594,10216,2023-03-13,returned
500595,10216,2023-07-19,completed
500596,10216,2024-01-14,completed
500597,10217,2023-03-03,completed
500598,10218,2023-03-31,returned
500599,10218,2023-04-22,completed
500600,10219,2023-03-14,completed
500601,10219,2023-03-26,completed
500602,10219,2023-07-06,completed
500603,10219,2023-08-20,completed
500604,10219,2023-08-23,completed
500605,10219,2023-08-31,returned
500606,10219,2023-10-07,completed
500607,10219,2024-05-18,completed
500608,10219,2024-07-11,completed
500609,10220,2023-03-30,completed
500610,10220,2023-06-05,completed
500611,10221,2023-03-09,completed
500612,10221,2023-09-24,completed
500613,10221,2023-10-28,completed
500614,10221,2024-01-15,completed
500615,10221,2024-02-04,completed
500616,10222,2023-03-10,completed
500617,10222,2023-04-05,completed
500618,10222,2023-11-14,completed
500619,10222,2024-02-07,completed
500620,10222,2024-04-07,completed
500621,10222,2024-05-14,completed
500622,10222,2024-12-18,completed
500623,10222,2025-01-08,completed
500624,10222,2025-07-07,completed
500625,10223,2023-03-28,completed
500626,10224,2023-03-27,completed
500627,10224,2023-04-30,returned
500628,10224,2023-06-02,completed
500629,10224,2023-07-02,completed
500630,10224,2023-08-05,completed
500631,10225,2023-03-09,completed
500632,10226,2023-03-18,completed
500633,10227,2023-03-21,completed
500634,10227,2023-04-18,completed
500635,10228,2023-03-18,completed
500636,10228,2023-05-23,completed
500637,10228,2023-05-26,completed
500638,10228,2023-06-02,completed
500639,10229,2023-03-09,completed
500640,10229,2023-04-08,completed
500641,10229,2023-05-15,completed
500642,10230,2023-03-11,completed
500643,10231,2023-03-09,completed
500644,10231,2023-04-24,completed
500645,10232,2023-03-08,completed
500646,10232,2023-05-10,returned
500647,10233,2023-03-18,completed
500648,10233,2023-03-23,completed
500649,10234,2023-03-19,completed
500650,10234,2023-04-21,completed
500651,10235,2023-03-26,completed
500652,10235,2023-04-20,completed
500653,10235,2023-05-10,completed
500654,10235,2023-05-19,completed
500655,10236,2023-03-16,completed
500656,10236,2023-04-13,completed
500657,10237,2023-03-22,completed
500658,10238,2023-03-14,completed
500659,10238,2023-05-25,returned
500660,10239,2023-03-11,completed
500661,10239,2023-05-11,completed
500662,10239,2023-06-02,completed
500663,10240,2023-03-11,completed
500664,10240,2023-05-14,completed
500665,10240,2023-12-23,completed
500666,10240,2024-02-12,completed
500667,10240,2024-06-17,completed
500668,10240,2024-07-06,completed
500669,10241,2023-03-08,completed
500670,10241,2023-03-31,completed
500671,10241,2023-04-23,completed
500672,10241,2023-04-26,completed
500673,10242,2023-03-25,completed
500674,10242,2023-04-06,completed
500675,10242,2023-05-29,completed
500676,10243,2023-03-24,completed
500677,10243,2023-04-29,completed
500678,10244,2023-03-27,completed
500679,10244,2023-06-05,completed
500680,10245,2023-03-05,completed
500681,10245,2023-03-12,returned
500682,10245,2023-04-24,completed
500683,10245,2023-07-03,completed
500684,10245,2023-08-21,completed
500685,10245,2023-08-26,completed
500686,10246,2023-03-15,completed
500687,10246,2023-05-22,completed
500688,10246,2023-05-27,cancelled
500689,10247,2023-03-21,completed
500690,10248,2023-03-05,completed
500691,10248,2023-04-21,completed
500692,10248,2023-06-22,completed
500693,10248,2023-10-28,completed
500694,10249,2023-03-06,completed
500695,10249,2023-05-01,returned
500696,10249,2023-06-06,completed
500697,10249,2023-11-27,completed
500698,10250,2023-03-05,completed
500699,10250,2023-06-11,completed
500700,10251,2023-03-19,completed
500701,10251,2023-03-28,returned
500702,10252,2023-03-05,completed
500703,10252,2023-03-19,completed
500704,10252,2023-07-12,completed
500705,10253,2023-03-04,completed
500706,10253,2023-03-07,completed
500707,10253,2023-07-30,returned
500708,10254,2023-03-06,completed
500709,10254,2023-03-22,completed
500710,10254,2023-04-09,completed
500711,10254,2023-09-24,completed
500712,10254,2023-11-24,completed
500713,10255,2023-03-06,completed
500714,10256,2023-03-12,completed
500715,10257,2023-03-21,completed
500716,10257,2023-06-20,completed
500717,10257,2023-09-12,completed
500718,10257,2023-10-27,completed
500719,10257,2023-12-01,completed
500720,10257,2024-05-13,completed
500721,10258,2023-03-26,completed
500722,10258,2023-03-29,completed
500723,10258,2023-04-11,completed
500724,10258,2024-01-18,completed
500725,10258,2024-06-08,completed
500726,10258,2024-09-17,completed
500727,10259,2023-03-16,completed
500728,10259,2023-05-29,completed
500729,10260,2023-03-31,completed
500730,10260,2023-05-04,completed
500731,10261,2023-03-20,completed
500732,10261,2023-03-23,completed
500733,10262,2023-03-27,completed
500734,10262,2023-07-21,completed
500735,10263,2023-03-21,completed
500736,10263,2023-03-29,completed
500737,10263,2023-11-30,completed
500738,10263,2024-02-12,returned
500739,10263,2024-02-18,completed
500740,10264,2023-03-06,completed
500741,10264,2023-03-25,completed
500742,10265,2023-03-06,completed
500743,10265,2023-03-23,completed
500744,10266,2023-03-20,completed
500745,10266,2023-08-29,completed
500746,10267,2023-03-11,completed
500747,10267,2023-05-01,completed
500748,10267,2023-09-15,completed
500749,10267,2023-10-12,completed
500750,10268,2023-03-17,completed
500751,10269,2023-03-09,completed
500752,10270,2023-03-22,completed
500753,10270,2023-04-09,completed
500754,10271,2023-04-06,completed
500755,10271,2023-05-17,completed
500756,10271,2023-05-28,completed
500757,10271,2023-07-22,completed
500758,10271,2023-08-30,completed
500759,10271,2024-01-12,completed
500760,10271,2024-06-20,completed
500761,10272,2023-04-12,completed
500762,10272,2023-05-16,completed
500763,10273,2023-04-07,completed
500764,10273,2023-05-29,completed
500765,10273,2023-06-04,completed
500766,10274,2023-04-27,completed
500767,10274,2023-05-21,completed
500768,10274,2023-08-05,completed
500769,10274,2024-08-24,completed
500770,10275,2023-04-06,completed
500771,10275,2023-07-16,completed
500772,10275,2023-07-27,completed
500773,10276,2023-04-14,completed
500774,10276,2023-04-19,completed
500775,10276,2023-04-27,completed
500776,10277,2023-04-18,completed
500777,10277,2023-04-21,completed
500778,10278,2023-04-17,completed
500779,10278,2023-04-20,completed
500780,10278,2023-06-09,completed
500781,10279,2023-04-02,completed
500782,10279,2023-04-06,returned
500783,10279,2023-04-09,completed
500784,10280,2023-04-28,completed
500785,10280,2023-05-01,completed
500786,10280,2023-06-15,returned
500787,10280,2023-06-25,completed
500788,10280,2023-12-18,completed
500789,10280,2024-01-22,completed
500790,10280,2024-03-12,completed
500791,10280,2024-04-18,completed
500792,10281,2023-04-03,completed
500793,10281,2023-05-09,completed
500794,10281,2023-05-21,completed
500795,10282,2023-04-10,completed
500796,10283,2023-04-06,returned
500797,10283,2023-05-22,completed
500798,10283,2023-10-15,completed
500799,10283,2023-10-31,completed
500800,10284,2023-04-09,completed
500801,10284,2023-06-13,completed
500802,10285,2023-04-22,completed
500803,10286,2023-04-19,completed
500804,10286,2023-04-24,completed
500805,10286,2023-05-11,completed
500806,10286,2023-07-08,completed
500807,10286,2023-12-27,completed
500808,10287,2023-04-23,completed
500809,10288,2023-04-14,completed
500810,10288,2023-07-23,completed
500811,10289,2023-04-14,completed
500812,10289,2023-05-15,completed
500813,10290,2023-04-16,completed
500814,10290,2023-04-26,completed
500815,10291,2023-04-07,completed
500816,10292,2023-04-20,completed
500817,10292,2023-04-23,completed
500818,10293,2023-04-29,completed
500819,10293,2023-05-31,completed
500820,10293,2023-06-22,completed
500821,10293,2023-07-15,completed
500822,10293,2024-03-28,completed
500823,10294,2023-04-08,completed
500824,10294,2023-09-27,completed
500825,10294,2023-10-24,completed
500826,10294,2023-12-08,completed
500827,10295,2023-04-18,completed
500828,10295,2023-08-15,completed
500829,10295,2023-09-21,completed
500830,10296,2023-04-07,completed
500831,10296,2023-06-14,completed
500832,10296,2023-09-02,completed
500833,10297,2023-04-10,completed
500834,10298,2023-04-06,completed
500835,10298,2023-04-13,completed
500836,10298,2023-05-03,completed
500837,10299,2023-04-27,completed
500838,10300,2023-04-20,completed
500839,10300,2023-04-23,completed
500840,10300,2023-05-06,completed
500841,10300,2023-06-06,completed
500842,10300,2023-07-05,completed
500843,10301,2023-04-08,completed
500844,10302,2023-04-16,completed
500845,10302,2023-08-29,completed
500846,10302,2023-10-02,completed
500847,10302,2023-11-30,completed
500848,10302,2023-12-10,completed
500849,10303,2023-04-08,completed
500850,10304,2023-04-19,completed
500851,10304,2023-05-04,completed
500852,10305,2023-04-18,completed
500853,10305,2023-06-11,completed
500854,10306,2023-04-21,cancelled
500855,10306,2023-04-30,completed
500856,10307,2023-04-20,completed
500857,10307,2023-04-26,completed
500858,10307,2023-05-22,completed
500859,10307,2023-06-03,completed
500860,10307,2023-07-06,completed
500861,10307,2024-01-05,completed
500862,10307,2024-01-17,completed
500863,10307,2024-02-17,completed
500864,10308,2023-04-30,completed
500865,10308,2023-05-14,completed
500866,10308,2023-10-30,completed
500867,10309,2023-04-30,completed
500868,10309,2023-07-15,completed
500869,10310,2023-04-18,completed
500870,10310,2023-08-09,completed
